source,target
Bounty Token: Trickster's Red Satin,悬赏证物: 欺诈师的红绸
Bounty Token: Lady's Brooch,悬赏证物: 淑女的胸针
Bounty Token: Mud-Stained Handguard,悬赏证物: 泥染的刀镡
Aino's Toolbox,爱诺的工具箱
Ineffa's Toolbox,伊涅芙的工具箱
Wings of First Flight,初始之翼
Wings of Azure Wind,苍天清风之翼
Wings of Golden Flight,金琮天行之翼
Wings of Concealing Snow,雪隐之翼
Wings of the Stormstrider,雷腾云奔之翼
Wings of the Forest,森郁花繁之翼
"Wings of Merciful, Wrathful Waters",慈水怒涛之翼
Wings of Soaring Flame,烈火腾燎之翼
Wings of the Silent Moon,夜驻月停之翼
The Lost Child's Tale,迷路孩童的诉说
The Chef's Tale,厨子的诉说
Her Past,她的过去
The Artist By the Moon's Side (I),伴月的小画家·其一
Moonlight Sonata,月光奏鸣曲
Homecoming's Faint Glow,归家的微光
Silvermoon Hall: Selenic Chronicles,银月之庭·伴月纪闻
Lushne,鲁什涅
Sukhovykh,苏霍维赫
Richeza,丽切娅
Sigurd,西格德
Common Axehead Fish,无奇巨斧鱼
Blazing Axehead Fish,炽铁巨斧鱼
Veggie Mauler Shark,素素凶凶鲨
Berry Bait,槲梭饵
Refreshing Lakka Bait,清白饵
Undying One's Mourning Bell,不死者的哀铃
A Horn Unwinded,未吹响的号角
Dyed Tassel,被浸染的缨盔
"""Muratans""",穆纳塔
The Bell of Mouring Echoes,哀铃的余响
Bullseye!,正中靶心！
Moonlit Dash,月流奔引
Even Steel Can't Stop Them,铁亦无用
Lost Mooncourt,失落的月庭
Frostladen Machinery,霜凝的机枢
Lightless Capital,无光的深都
The Game Before the Gate,门扉前的弈局
Radiant Moonfly,蕴光月幻蝶
Blazing Brilliance: Frostnight Scion,灼烜·霜夜灵嗣
Gleaming Charge: Frostnight Scion,辉电·霜夜灵嗣
Tangled Vines: Frostnight Scion,蔓结·霜夜灵嗣
Icy Crystal: Frostnight Scion,凌晶·霜夜灵嗣
Wilderness Exile,荒野幽徒
Wilderness Hunter,荒野狂狩士
Oprichniki Line Trooper,愚人众特辖队·线列军
Oprichniki Support Trooper,愚人众特辖队·支援兵
Oprichniki Grenadier,愚人众特辖队·榴铳手
Oprichniki Vanguard,愚人众特辖队·先锋士
Oprichniki Medic,愚人众特辖队·疗愈师
Oprichniki Bombardier,愚人众特辖队·掷弹兵
Oprichniki Fireblade Shock Trooper,愚人众特辖队·火刃突击队
Oprichniki Hailstorm Cannoneer,愚人众特辖队·冰雹重炮手
Oprichniki Thunderblitz Gvardiya,愚人众特辖队·雷霰近卫军
Close Combat Storm Landcruiser,巡陆艇·近战攻坚型
Close Combat Scout Landcruiser,巡陆艇·近战斥候型
Force Recon Storm Landcruiser,巡陆艇·强侦攻坚型
Force Recon Scout Landcruiser,巡陆艇·强侦斥候型
Force Recon Ground Effect Landcruiser,巡陆艇·强侦地效型
Cutting Edge All-Purpose Storm Landcruiser,巡陆艇·尖端全能攻坚型
Cutting Edge All-Purpose Scout Landcruiser,巡陆艇·尖端全能斥候型
Cutting Edge Fire Support Ground Effect Landcruiser,巡陆艇·尖端火力地效型
Radiant Antelope,蕴光奇羊
Radiant Bladehorn,蕴光刃犀
Radiant Lunapod,蕴光璇蛸
The Flagship,旗舰
Speranza,斯偑兰扎
Mead-Boy,蜜酒小子
"Nuts ""N"" Nuts",坚果与螺钉
Mimisbrunnr Books,秘谜书屋
Voynich Guild,伏尼契商会
Vesnici Proleca Greenhouse,春景花房
Northland Bank,北国银行
Sniffer Moles,嗅嗅鼹鼠
Tassel Jelly,花缨水母
Luonnotar,努昂诺塔
Kuuhenki,月灵
Dualblaze Longplume Ibis,双辉长翎鹮
Crimson-Necked Longplume Ibis,丹颈长翎鹮
Azure-Necked Longplume Ibis,青颈长翎鹮
Puffin,海崖鹦
Snow Weasel,雪隐鼬
Red-Tailed Weasel,红尾鼬
Boot Weasel,靴子鼬
Masked Weasel,面具鼬
Chestnut Goat,栗栗羊
Chestnut Goat: Berry Jam,栗栗羊·莓莓果酱
Chestnut Goat: Cool Mint,栗栗羊·冰冰薄荷
Dusky Goat,暮暮羊
Chic Badger,帔髦獾
Rimehorn Deer,凛角鹿
Moonglow Firefly,月萤虫
Atapetra Conch,古石螺
Rock Crab,岩居蟹
Crimson Rock Crab,赤红岩居蟹
Azure Rock Crab,碧蓝岩居蟹
Sun Crab,太阳蟹
Ocean Crab,海蓝蟹
Pale Red Crab,薄红蟹
Frostfin Whale,霜鳍鲸
Paha Isle,帕哈岛
Final Night Cemetery,终夜长茔
North Harbor,北港
Maroon Basin,緋沙鹽沼
Kuuvahki Experimental Design Bureau,月矩力试验设计局
South Harbor,南港
Hiisi Island,希汐岛
Sanctum of the Oathkeeper,守誓者的圣所
Silvermoon Hall,银月之庭
Light-Bathed Platform,沐光之台
Crab Tsar's Palace,蟹之主的宫殿
Thunderclap Reef,雷圖礁
Frostmoon Enclave,霜月之坊
Lempo Isle,伦波岛
Nothing Passage,空寂走廊
Starsand Shoal,星砂滩
Blue Amber Lake,蓝珀湖
Eye of Kratti,刻拉蒂之眼
Barrowmoss Barrens,苔骨荒原
Clink-Clank Krumkake Craftshop,叮铃哐啷蛋卷工坊
Nasha Town,那夏镇
LightKeepers,执灯人
Frostmoon Scions,霜月之子
Destiny Drawn,「相缘绘愿」
The Wild Hunt,狂猎
Kuuvahki,月矩力
Relic,圣物
Moon Marrow,月髓
Lucky Spin,好运速转
Hibernation Chamber on the spaceship,飞船休眠仓
Eternal Moon,恒月
Iridescent Moon,虹月
Frost Moon,霜月
Silken Moon's Serenade,纺月的夜歌
Night of the Sky's Unveiling,穹境示现之夜
"""Moon Maiden""",「月之少女」
Pulonia,普隆尼亚
Katheryne,凯瑟琳
Rerir,雷利尔
Rächer of Solnari,猎月人
Little Tobot,小机器人
Birgitta,薇尔琪塔
Anja,安洁娅
Papar,帕帕
Moon Godness,月神
Moonchanter,咏月使
Kuutar,库塔尔
Lauma,菈乌玛
Nefer,奈芙尔
Kyryll Chudomirovich Flins,克里洛·楚德米洛维奇·菲林斯
Ratimir,拉蒂米尔
Anfisa,安菲莎
Onegov,奥涅戈夫
Jalo,雅洛
Zinaida,齐娜伊达
Manez,马涅茨
Yrjo,约霍
Reko,雷科
Lyylikki,莉莉希
Kantor,坎托尔
Golitsyna,歌尔琴娜
Liouba,利鸟芭
Iratxa,爱莱莎
Hunajatta,乌娜亚塔
Jujian,居简
Tarno,塔尔诺
Cairuo,采若
Lestocq,莱斯托克
Arkhyp,阿尔希普
Lyulka,柳佳
Limppu,林布
Jarosznski,亚洛辛斯基
Mikko,米科
Maisie,玫熙
Jurva,尤尔瓦
Pavlov,巴甫洛夫
Dhabit,萨维特
Paavo,帕霍
Demyan,德米安
Leszek,勒塞克
Kruchek,克鲁切
Ashru,阿舎鲁
Hedvika,海德薇卡
Ognjen,奥尼扬
Oiva,奥伊瓦
Vilemina,薇尔米娜
Aarto,阿尔托
Kasha,卡夏
Maite,梅蒂
Verna,维娜
Aila,爱依菈
Rahetar,莱赫妲尔
Ehrnrooth,安洛丝
Sarakka,莎莱卡
Reetta,莉伊妲
Krodo,科罗德
Rebane,蕾瓦妮
Kapy,加普依
Kaarina,加莉娜
Eveliina,爱维琳
Kukkia,库齐娅
Sousi,索西
Hintsa,辛查
Kauro,卡乌洛
Tuija,图伊佳
Dobrawa,多布菈娃
Mojca,莫季佳
Satajalka,萨塔贾卡
Onni,奥尼
Rauha,拉沃夏
Korhonen,科尔霍寧
Zvoni,兹沃妮
Sieciech,泽西切
Vaino,瓦伊诺
Sisko,茜斯柯
Bozena,波泽娜
Lalli,莱里
Tolfin,托尔芬
Zhorik Shesternin,卓里克·谢斯特宁
Danyusha Shesternin,丹尤莎·谢斯特宁
Netochka,涅朵奇卡
Raskolnikov,拉斯科尔尼科夫
Fanngel,方格尔
Auni,奥妮
Macola,马科拉
Anezka,安妮兹卡
Bobik,博比克
Allochika,阿洛契卡
Precision Kuuvahki Stamping Die,精密型月矩力冲鸭模具
Lightbearing Scale-Feather,承光的鳞羽
Broken Drive Shaft,毁损机轴
Reinforced Drive Shaft,加固机轴
Precision Drive Shaft,精制机轴
Tattered Warrant,磨损的执凭
Immaculate Warrant,精致的执凭
Frost-Etched Warrant,霜镌的执凭
Frostnight's Glimmer,霜夜的残照
Frostnight's Glow,霜夜的柔辉
Frostnight's Glory,霜夜的煌荣
Lightless Bone,失光块骨
Glowing Remains,稀光遗骼
Radiant Exoskeleton,繁光躯外骸
Mistshroud Manifestation,幽雾化形
Mistshroud Plate,幽雾片甲
Mistshroud Helmet,幽雾兜盔
Borderland Crispbread,边地薄饼
Lakkaberry Madame,白灵果酿鸡
Sugar Sculpture: Dualblaze Longplume Ibis,糖雕·双辉长翎鹮
Sugar Sculpture: Frostfin Whale,糖雕·霜鳍鲸
Sugar Sculpture: Chic Badger,糖雕·帔髦獾
Sugar Sculpture: Puffin,糖雕·海崖鹦
Sugar Sculpture: Rimehorn Deer,糖雕·凛角鹿
Sugar Sculpture: Aino,糖雕·爱诺
Sugar Sculpture: Ineffa,糖雕·伊涅芙
Sugar Sculpture: Lauma,糖雕·菈乌玛
Midsommar Torte,夏槲蛋糕
Fruit Tandem Turnovers,双果卷
Crispy Roast,脆脆烤肉
Today's Boon,今日收获
Thunderclap Slash!,轰雷电光斩!
Clink-Clank Confectionery Cup,嘎吱嘎吱甜甜杯
Whisper in the Woods,林间低语
Lakkaberry,白灵果
Midsommar Berry,夏槲果
Lunoculus,散失的月神瞳
Luna Sigil,月之印
Luna Treasure Compass,月之寻宝罗盘
Rainbowdrop Crystal,虹滴晶
Springs of Hidden jade,隠玉之泉
Hymns of the For North,终北祷歌集
Conch Echoes,海螺的回响
"The Legends of Read Miller, Thief Extraordinaire",大盗電德·米勒传奇
Travel Accounts,游逸旅账
Evermoon Seal,恒月印磐
Krumkake Bolt,蛋卷螺栓
Airspace Data Collector 2.0,空域数据采集器2.0
Inscripta-Cognoscenti's Feather,镌识者的鸦翎
Weavenexa-Cognoscenti's Intoxication,织识者的倾醉
Stratagema-Cognoscenti's Mask,谋识者的面影
Welcome to Nasha Town!,《欢迎来到那夏镇!》
"""Wild Hunt"" Phenomena Location Map",「狂猎」现象定位图
Photo with Colonel Iron Whale,与「铁鲸上校」合影的画片
Conch Notebook,海螺笔记本
Investment Coupon,投資券
Statue of the New Moon,新月神像
The Moon Mirror,盈月之镜
The Lunar Semblance,月髓之像
A Dance of Snowy Tides and Hoarfrost Groves,雪浪与苍林之舞
Elegy of Dust and Lamplight,尘与灯的挽歌
The Last Survivor of Tenochtzitoc,最后的特诺奇兹托克人
Polkka Beneath the Moon's Oracle,月谕的半歩舞
"East of the Moon, West of the Sun","月之東, 日之西"
To the Lighthouse,到灯塔去
Problem-Sorting Robot,问题分拣机器人
Food Matters,餐食大事
The Stress of Changing Careers,转行总是令人焦虑
Silver Fir Wood,银冷杉木
Alder Wood,桤木
Portable Bearing,便携轴承
Frostlamp Flower,霜盏花
Moonfall Silver,月落银
Teachings of Moonlight,「月光」的教导
Guide to Moonlight,「月光」的指引
Philosophies of Moonlight,「月光」的哲学
Teachings of Elysium,「乐园」的教导
Guide to Elysium,「乐园」的指引
Philosophies of Elysium,「乐园」的哲学
Teachings of Vagrancy,「浪迹」的教导
Guide to Vagrancy,「浪迹」的指引
Philosophies of Vagrancy,「浪迹」的哲学
Artful Device Fragment,奇巧秘器的残件
Artful Device Replica,奇巧秘器的模本
Artful Device Inheritance,奇巧秘器的继业
Artful Device Wish,奇巧秘器的真愿
Ember of Long Night Flint,长夜燧火的余烬
Afterglow of Long Night Flint,长夜燧火的残照
Flare of Long Night Flint,长夜燧火的明焰
Blaze of Long Night Flint,长夜燧火的烈辉
Sundered Glory of the Far-North Scions,终北遗嗣的哀荣
Unyielding Delusion of the Far-North Scions,终北遗嗣的迷顽
Oblation of the Far-North Scions,终北遗嗣的祷献
Aureate Radiance of the Far-North Scions,终北遗嗣的煌熠
Moonweaver's Dawn,织月者的曙色
Serenity's Call,谧音吹哨
Master Key,万能钥匙
Prospector's Shovel,掘金之锹
Snare Hook,罗网勾針
Etherlight Spindlelute,天光的纺琴
Blackmarrow Lantern,鸟髄孑灯
Selenic Chronicles,月下纪闻
The Tale of the Gate Stone,居于门户之石
Gift of the Mirage,蜃楼之获
"The Mirrors, the Maze, and the Tsar",镜子、迷宫与国王
For a Green Island...,为一座绿色的岛屿…
Echoes of Unfinished Past,事犹未了
The Tale-Telling Heart,告密的心
"Team Rigor, or Team Intuition?",是严谨派还是悟性派?
Whisper Beneath the Waves,浪底的低语
The Power of Research,科研的动力
Friends of Moleyvalley,莫雷谷的伙伴们
The Shoemaker's Children Go Barefoot,鞋匠的孩子总是光脚
Priorities First,要事优先
Drifting Toward a Promised Sky,飞向天空的约定
Damselette,少女
Sandrone,桑多涅
Marionette,木偶
Alice,艾莉丝
Nicole Reeyn,尼可·莱恩
Aino,爱诺
Jahoda,雅珂达
Durin,杜林
Mini Durin,小杜林
Varka,法尔伽
Grand Master,大团长
local legend,地方传奇
Vivianne of the Lake,湖畔的维维安涅
Ninianne of the Lake,湖畔的尼尼安涅
Ocean Circuit Judge,海原巡回法官
Iron Viscount,铁皮子爵
"Angelica, Fairy Knight Twin",双生妖精骑士·安洁莉卡
"Medoro, Fairy Knight Twin",双生妖精骑士·弥多洛
"Cortana, Sword of the Gorge",深谷之剑·柯塔娜
"Murgleis, Sword of the Gorge",深谷之剑·缪格雷
Fading Veteran,「渐渐隐去的老兵」
"Dobharcu, Lord of the Hidden",隐者王·多尔库
Polychrome Tri-Stars,「异色三连星」
Cocijo,「科西霍」
Sappho Amidst the Waves,「海浪中的莎孚」
Balachko,「巴拉奇科」
Cihuacoatl of Chimeric Bone,「嵌合神骨的蛇姬」
He Never Dies,「不死」
Chimalli's Shade,「切玛利的遮荫」
Atlatl's Blessing,「阿特拉托的佑助」
Rilai,莉莱
"""Spirit of the Fallen Dawnstar""",「陨落的晨星之灵」
"""Bronzelock""",「铜锁」
"""Potapo's Solidarity""",「波塔波的声援」
Ironbeard,铁须
"""Tupu's Lushness""",「图普的繁茂」
"""Reji""",「雷吉」
"""Infinitesimal""",「微末」
The Peak,尖峰
"""Battlegoat""",「战羊」
"""conclaw""",「铁爪」
Capybara Great Majesty!,豚兽 大王!
Forensic Imaging Device,综像勘录仪
Ancient Glazeback Turtle,琉背古彩龟
"Convert Investigation, Dirty Money Misdeeds","隠行谛勘, 秽金之罪"
Mementos of Teyvat: Prelude of the Frozen Veil,提瓦特忆画·雪幕前事
Tracing Vanishing Trails,谛踪匿行
Edler,埃德勒
Corder,科德
Doddamani,多达马尼
Scamfac,诈狂
Diderot,笛特
Rovere Pellicia,罗韦雷·佩里恰
Dark Financier,黑钱领主
Invitation to an Auction,拍卖会的邀请函
Bennett,班尼特
Stanley,斯坦利
Hans,汉斯
Hans Archibald,汉斯·亚齐博尔德
Sanhaj Kompore,桑哈杰·康波雷
Lianca,莉安歌
Ixquieh,伊葵
Fajeyi,法杰伊
Gulebu,格列布
Velimiru,维李米尔
"""Sovereign ruler""",「至高领主」
Priestess of Floral Candles and Skyborne Feathers,「花烛与风羽的司巫」
Ix Ajkotz'i'j Iq'ismal Waxak,伊·卡科茨·伊齐玛瓦夏
Exile's Curse,「无归之诅咒」
Mirror of the Dawning Morn,「明晨之镜」
Ix Raq'lapuj Chue'q Buluk,伊·莱拉普赫·楚伊博卢
Eighth Load,第八席
Eleventh Load,第十一席
Miztli,蜜琪莉
Ukucha,欧库夏
Kanei,卡内
Zhaka,扎卡
"""Teteltetl""",「特特尔特特尔」
Challwa,察尔瓦
Teuciztli,特鸟兹特利
Lawaia,拉威亚
Macuahuitl,马夸胡伊特尔
Nataba,娜塔芭
Motolinia,穆托莉娜
Tzompantli,松潘特利
Fournier,富尼耶
Tlapalli,查帕莉
Tecuhtli,秦克胡
Rhythmos,「律动魔匠」
Tobahaq,图瓦哈克
Nahuatlalli,纳瓦特拉利
Kahinda,卡欣妲
Mwindo,穆温达
Ipacura,伊帕库拉
Elmi,厄尔蜜
Aroni,阿洛妮
Macani,马坎尼
Chaco,查丘
Atzilli,埃兹莉
"""Campa""",「坎帕」
"""Chiton""",「希顿」
Ohuitia,奥胡帝亚
Ionna,约娜
Cozatl,科扎特利
Zolin,索林
Alvo,阿尔沃
Tochtli,托奇特莉
Zolton,索尔顿
Icahua,伊凯卡
"""Willapi""",「维拉庇」
Alpaca Sheriff,绵驮兽警长
"""Nanasian""",「娜娜丝梨人」
"""El Capoctus joquiratto""",「乔克力老大」
Pucli,普克莱
"""Tenoyollotzin""",「特诺约洛钦」
Leyla,勒拉
Tenoch,特诺切
Sundjatta,松伽塔
Wanjiru,万杰鲁
Nocht,诺奇特
Nanas,娜娜丝
Adieta,爱莱妲
Aamu,艾慕
Zhuoxin,卓新
Edenyo,埃德恩
Asimu,阿西木
Bakunawa,巴窟纳瓦
Shoal's Haven,鱼群之家
Me & Dew,醅蜜
Asha's Treasure Trove,阿夏的宝库
Sun,太阳
Floral Whispers,繁花之语
Street Fighting Fontainian,灰河街斗士
Nanas Cake,娜娜丝梨饼
Shrimp Bisque,虾肉浓汤
Mini Asha Pockets,小小阿夏包
Magma Rapidfighting Fish,炽岩斗士急流鱼
Secret Source Scout Sweeper,秘源机关·巡戒使
Easybreeze Holiday Resort Invitation,悠悠度假村邀请函
"""Pipilpan Idol Competition Brochure""",《皮皮潘偶像大赛宣传册》
Easybreeze Holiday Resort Map,悠悠度假村地图
Easybreeze Badge,悠悠徽章
Investigative Report: Bakunawa,调查报告——巴窟纳瓦
Investigative Report: Mare Jivari,调查报告——烬寂海
Someone's Tattered Notes (I),谁人的残破笔记（一）
Someone's Tattered Notes (II),谁人的残破笔记（二）
Corroded Tattered Notes (III),被腐蚀的殘破筆记（三）
Gift Egg Gifted by Capybara King,豚兽大王赠与的闪闪礼蛋
Gift Egg Gifted by Cacasha,「咔阿夏」赠与的闪闪礼蛋
Gift Egg: Blood of This Land,闪闪礼蛋·山之血
Gift Egg: Light of the Blazing Sun,闪闪礼蛋·太阳的轰鸣
Gift Egg: Bow Before Your King!,闪闪礼蛋·圣龙君临
Gift Egg: Fietena,闪闪礼蛋·菲耶蒂娜
Gift Egg: Where the Drinks Keep Flowing,闪闪礼蛋·献给小酒杯
"Gift Egg: Let's Shred, Sharky!",闪闪礼蛋·飞澜鲨鲨
Monetoo,幻写灵
Asha,阿夏
Temple of Cascading Color,虹雨的祭祀庭
Ch'upikaq Tajin,楚普卡塔津
Tenochtzitoc,特诺奇兹托克
Easybreeze Holiday Resort,悠悠度假村
Colorfall Cave,彩彩洞
Easybreeze Market,悠悠集市
Colorfall Cliffs,彩彩崖
Huha Hill,呼呼丘
Wavey Bay,浪浪湾
Concealed Land of Enigmas,隐匿的谜土
Guiztli Rudge,刺梨岩
Vlla Guiztli,刺梨镇
Guiztli Path,刺梨小径
Castle Joquiratto,「乔克力」宫
Tele Isle,提提岛
Brewblossom Stores,醅幽蜜库
The Mare Jivari,烬寂海
"""Windless Land""",「无风之地」
Koholasaur Dolls,鳍游龙小玩偶
Seven-Colored Statue,七色悠悠像
Dance-Off Stage,热舞乐台
Tecpatl's Flintblades Adventure Team,「燧石之锋」冒险团
The Journey Home,归途
All Good Reunions Follow a Search,欢聚总在寻觅后
Encounters Always Happen on a Holiday,邂逅总在悠闲时
"Shine On, Pipilpan Idol!",闪耀! 皮皮潘偶像大赛!
Traces of Chroma,流彩的踪迹
Strange Encounter of the Tete Isle Kind,提提奇遇
Dreamy Paititi,美梦帕伊提提
Flame-Forged Insight,拾慧铸熔
Fractured Halo,支离轮光
An Easy-Breezy Natlan in an Easy-Breezy Summer!,"悠悠纳塔, 悠悠夏天!"
Sunspray Summer Resort,绘夏! 烈日? 度假村
Travels Are Fuller With Friends,遥遥同旅
Strikers Through the Storm,急风狙击
A Feast for the Senses,炫音爆光
With Flying (Graffiti) Colors,飞漆溅彩
Huilu,胡伊鲁
Pusaq,普萨科
Gaasira,加希菈
Avisura,阿维苏菈
Lavawalker's Resolution,渡火者的决绝
"Sustainer of ""Heavenly Principles""",「天理」的维系者
Nine-Fruit Nectar,九果甘露饮
Bubblemilk Pie,鲜奶珠珠派
Meat-Lover's Feast,肉肉盛宴餐
Tranquil Banquet,静暇雅宴
Adventures in Blazing Hue,炽绘奇旅
Fearsome Ferocious Firepower,轰隆轰隆缤纷火力
Reminiscent Regimen: Frenzy,追想练行·豪斗篇
Ad astra abyssosque!,向着星辰与深渊！
How about we explore the area ahead of us later?,前面的区域，以后再来探索吧！
Dodge this!,这个如何？
Cool it!,冻结吧！
Don't get frostbite.,小心着凉。
"Oh, so sorry!",抱歉哦。
This moment will be frozen in time.,…这刹那，将是你的永恒。
What's the hurry?,真是急性子啊你。
I'm not done...,还没尽…兴…
That was unexpected...,哼，意料之外…
Steady as stone,岩石的重量令人安心
Shaken and stirred!,攻守兼备
Punishment!,审判！
Your verdict is...!,审判——喝啊！
Time for ― retribution!,在此——宣判！
Abiogenesis: Solar Isotoma,创生法·拟造阳华
Come into being!,拟造阳华
"Well, allow me",余款的话…我来付吧。
Know my sword!,雨线难画。
Witness the power of Guhua!,古华深秘。
Wrath of the Flame!,食盐之罚
With sword comes shadow!,剑出，影随——
Cut to the chase!,剑光如我，斩尽芜杂！
Evil conquering!,靖妖傩舞
Lament!,悲鸣吧。
Time to go!,吃饱喝饱，一路走好！
Order guide you.,天理长驱。
This is order.,此乃天道。
Glory to the Shogun and her everlasting reign!,常道恢弘，鸣神永恒！
There is no escape!,无处可逃！
No? Not funny?,不好笑吗？
"It's getting cold, you say? I feel fine.",很冷吗？我还好。
Have a safe trip,一路顺风
So interminable... so lonely... Just how much longer...,好漫长…好孤独…还要多久…
For Natlan,为了纳塔
Trounce Domain,征讨领域
Abyss Corridor,深境回廊
Forsaken Rift,忘却之峡
Valley of Remembrance,铭记之谷
Peak of Vindagnyr,芬德尼尔之顶
Imaginarium Theater,幻想真境剧诗
Unresolved Chess Fame,待解「弈局」
Ridge Watch,山脊守望
Domain of Guyun,孤云凌霄之处
Hidden Palace of Guizang Formula,华清归藏密宫
Hidden Palace of Zhou Formula,无妄引咎密宫
Beneath the Dragon-Queller,「伏龙树」之底
Chamber of Twisted Cranes,鹤径折旋之所
City of Hidden Runes,机符遁藏之城
Realm of Snaring Illusions,迷错幻渺之境
Narukami Island: Tenshukaku,鸣神岛·天守
End of the Oneiric Euthymia,梦想乐土之殁
Joururi Workshop,净琉璃工坊
The Realm of Beginnings,肇始之乡
Court of Desolation,归寂之庭
Defiled Chamber,染境
Pale Forgotten Glory,苍白的遗荣
Denouement of Sin,罪祸的终末
Shadow of Another World,异界余影
Skirk,丝柯克
Callirhoe,卡莉露
Orban,乌尔班
Crimson Witch of Flames,炽烈的炎之魔女
Marechaussee Hunter,逐影猎人
Tiara of Flame,祭火礼冠
Tiara of Frost,祭冰礼冠
Tiara of Thunder,祭雷礼冠
Fragment of Harmonic Whimsy,谐律异想断章
Tartaglia,达达利亚
Childe,公子
Ajax,阿贾克斯
comrade / partner,伙伴 / 搭档
The Fair Lady / La Signora,女士 / 席诺拉
